row.names,east.west,north.south,angle,radial.position,velocity
125,-23.32434464,25.01229668,133,-34.20000055,1508
126,-24.89294052,26.69441032,133,-36.50000042,1507
127,-26.46153641,28.37652397,133,-38.80000028,1513
128,-28.03013229,30.05863571,133,-41.09999875,1493
129,-29.66692924,31.81388664,133,-43.50000085,1495
143,18.42011261,-47.98603439,111,51.40000044,1736
144,17.59586525,-45.83879852,111,49.09999923,1744
145,16.7716198,-43.69156265,111,46.79999869,1765
146,15.94737339,-41.5443306,111,44.50000138,1766
147,14.26304436,-37.15650177,111,39.80000073,1764
148,13.43879795,-35.0092659,111,37.49999986,1715
149,12.61455154,-32.86203003,111,35.19999932,1751
150,11.79030609,-30.71479797,111,32.90000201,1761
151,10.96605968,-28.5675621,111,30.60000114,1763
152,10.14181232,-26.42032623,111,28.29999992,1758
153,9.317566872,-24.27309036,111,25.99999939,1743
154,8.493320465,-22.1258564,111,23.70000029,1738
155,7.669074059,-19.97862053,111,21.39999942,1732
156,6.844828129,-17.83138657,111,19.1000005,1734
157,6.020581245,-15.6841507,111,16.79999945,1723
158,5.196335316,-13.53691578,111,14.49999964,1706
159,4.372088909,-11.38968086,111,12.19999965,1665
160,3.547842503,-9.242445946,111,9.899999671,1677
161,2.687759638,-7.001852989,111,7.49999981,1679
162,1.863513231,-4.854618073,111,5.199999826,1601
163,1.039267063,-2.707383394,111,2.90000015,1629
164,0.215020776,-0.560148299,111,0.600000042,1621
165,-0.609225512,1.587086797,111,-1.700000066,1574
166,-1.433471799,3.734321594,111,-3.999999896,1559
167,-2.257718086,5.881556988,111,-6.300000282,1540
168,-3.081964493,8.028792381,111,-8.600000711,1525
169,-3.906210423,10.17602634,111,-10.89999963,1517
170,-4.730456829,12.32326126,111,-13.19999962,1506
171,-5.554703236,14.47049618,111,-15.4999996,1481
172,-6.378949165,16.61773109,111,-17.79999942,1465
173,-7.203196049,18.76496696,111,-20.10000046,1468
174,-8.027441978,20.91220093,111,-22.39999938,1465
175,-8.887524605,23.15279388,111,-24.79999916,1454
176,-9.711771965,25.30002975,111,-27.10000037,1448
177,-10.53601742,27.44726372,111,-29.39999913,1441
178,-11.36026382,29.59449959,111,-31.7,1441
179,-12.18451023,31.74173355,111,-33.99999909,1430
180,-13.00875664,33.88896942,111,-36.29999997,1434
181,-13.83300209,36.03620148,111,-38.59999694,1445
182,-14.65724945,38.18344116,111,-40.90000172,1464
183,-15.48149586,40.33067703,111,-43.20000259,1471
184,-16.30574226,42.47790909,111,-45.4999999,1442
185,-17.12998772,44.62514496,111,-47.80000044,1436
186,-17.95423317,46.77237701,111,-50.09999741,1434
187,-18.77848053,48.9196167,111,-52.40000219,1428
211,25.8899231,24.14274216,43,35.40000165,1558
212,24.20780563,22.57414436,43,33.09999769,1563
213,22.45255852,20.93734932,43,30.69999968,1581
214,20.84358025,19.43695259,43,28.49999936,1548
215,19.1614666,17.8683567,43,26.19999949,1572
216,17.47935295,16.29976082,43,23.89999963,1574
217,15.79724026,14.73116493,43,21.60000046,1578
218,14.11512566,13.16256809,43,19.29999925,1576
219,12.43301296,11.59397221,43,17.00000008,1583
220,10.75089931,10.02537537,43,14.69999957,1584
221,9.068785667,8.45677948,43,12.3999997,1566
222,7.313537121,6.819983482,43,9.999999996,1568
223,5.704558849,5.319587231,43,7.799999998,1577
224,3.949310064,3.682791233,43,5.400000116,1587
225,2.194061041,2.045994997,43,2.999999896,1606
226,0.511947572,0.477398843,43,0.69999998,1593
227,-1.09703052,-1.022997499,43,-1.499999948,1584
228,-2.779144049,-2.591593742,43,-3.79999997,1595
229,-4.461257458,-4.160190105,43,-6.099999985,1617
230,-6.070235729,-5.660586357,43,-8.299999983,1552
231,-7.825484276,-7.297382355,43,-10.69999969,1597
232,-9.507597923,-8.865978241,43,-12.99999956,1615
233,-11.18971157,-10.43457508,43,-15.30000007,1626
234,-12.87182522,-12.00317097,43,-17.59999994,1626
235,-14.55393791,-13.57176685,43,-19.8999991,1586
236,-16.23605347,-15.14036369,43,-22.20000101,1624
237,-23.1107769,-21.55114937,43,-31.60000076,1600
238,-24.71975517,-23.05154419,43,-33.79999978,1585
242,1.975958228,-45.25688553,92.5,45.30000109,1738
243,1.775309086,-40.66126251,92.5,40.69999989,1690
244,1.674984574,-38.36345291,92.5,38.40000121,1729
245,1.574659824,-36.0656395,92.5,36.0999987,1719
246,1.474335313,-33.7678299,92.5,33.80000001,1702
247,1.374010682,-31.47001839,92.5,31.49999941,1754
248,1.273686171,-29.17220879,92.5,29.20000072,1741
249,1.17336154,-26.87439728,92.5,26.90000012,1736
250,1.073036909,-24.57658577,92.5,24.59999952,1731
251,0.972712278,-22.27877426,92.5,22.29999892,1725
252,0.872387767,-19.98096466,92.5,20.00000023,1710
253,0.767701209,-17.58324814,92.5,17.59999944,1673
254,0.667376637,-15.28543758,92.5,15.29999979,1669
255,0.567052007,-12.98762703,92.5,13.00000015,1641
256,0.466727436,-10.68981647,92.5,10.69999955,1675
257,0.366402835,-8.392004967,92.5,8.399999905,1681
258,0.266078264,-6.094193935,92.5,6.099999784,1645
259,0.165753663,-3.796383142,92.5,3.7999999,1594
260,0.065429084,-1.49857235,92.5,1.500000017,1583
261,-0.034895509,0.799238563,92.5,-0.799999985,1599
262,-0.135220096,3.097049475,92.5,-3.099999988,1578
263,-0.235544696,5.394860268,92.5,-5.399999871,1548
264,-0.335869282,7.692671299,92.5,-7.699999993,1543
265,-0.436193883,9.99048233,92.5,-10.00000011,1537
266,-0.536518455,12.28829288,92.5,-12.29999976,1543
267,-0.636843085,14.58610439,92.5,-14.60000036,1519
268,-0.741529584,16.98381996,92.5,-17.00000019,1500
269,-0.841854155,19.28162956,92.5,-19.29999889,1488
270,-0.942178786,21.57944107,92.5,-21.59999949,1486
271,-1.042503357,23.87725258,92.5,-23.90000008,1483
272,-1.142827988,26.17506409,92.5,-26.20000068,1481
273,-1.243152499,28.47287369,92.5,-28.49999937,1485
274,-1.34347713,30.7706852,92.5,-30.79999997,1480
275,-1.443801641,33.06849289,92.5,-33.09999675,1479
276,-1.544126391,35.36631012,92.5,-35.40000308,1505
277,-1.644450903,37.66411972,92.5,-37.70000177,1482
278,-1.744775534,39.96192932,92.5,-40.00000046,1481
279,-1.845100045,42.25973892,92.5,-42.29999915,1489
286,24.85321808,49.84784317,63.5,55.69999926,1531
287,23.82696342,47.78949738,63.5,53.4000023,1533
288,22.80070686,45.73114395,63.5,51.09999766,1539
289,21.7298336,43.58330536,63.5,48.70000179,1526
290,20.70357895,41.52495575,63.5,46.40000141,1551
291,19.67732239,39.46660233,63.5,44.09999677,1549
292,18.65106773,37.40825653,63.5,41.79999981,1532
293,16.55393791,33.20206451,63.5,37.0999993,1538
294,15.57230473,31.23321152,63.5,34.90000252,1550
295,14.54604816,29.17485809,63.5,32.59999788,1536
296,13.47517395,27.02701759,63.5,30.19999988,1519
297,12.44891834,24.96866798,63.5,27.89999908,1536
298,11.42266464,22.91032028,63.5,25.60000084,1535
299,10.39640903,20.85197067,63.5,23.30000004,1536
300,9.370154381,18.79362106,63.5,20.99999966,1533
301,8.343899727,16.73527336,63.5,18.70000099,1528
302,7.317644119,14.6769228,63.5,16.39999934,1539
303,6.291389465,12.6185751,63.5,14.10000067,1546
304,5.265134335,10.56022453,63.5,11.80000008,1552
305,4.238879204,8.501876831,63.5,9.500000345,1557
306,3.212624073,6.443527222,63.5,7.199999756,1573
307,2.186369419,4.385178566,63.5,4.900000234,1553
308,1.160114288,2.326829195,63.5,2.599999859,1576
309,0.133859351,0.268480331,63.5,0.300000023,1591
310,-0.937015355,-1.879362106,63.5,-2.099999929,1591
311,-1.963270426,-3.937711239,63.5,-4.400000064,1624
312,-2.989525318,-5.996059895,63.5,-6.699999693,1633
313,-4.015780449,-8.054409027,63.5,-8.999999855,1597
314,-5.04203558,-10.11275864,63.5,-11.30000044,1605
315,-6.068290234,-12.17110729,63.5,-13.59999997,1629
316,-7.049925327,-14.13996315,63.5,-15.80000016,1658
317,-8.076180458,-16.19831276,63.5,-18.10000075,1664
318,-9.147055626,-18.34615517,63.5,-20.50000088,1667
319,-10.17330933,-20.40450287,63.5,-22.79999912,1671
320,-11.19956493,-22.46285248,63.5,-25.09999992,1687
321,-12.22581959,-24.52120209,63.5,-27.4000003,1682
322,-13.2520752,-26.5795517,63.5,-29.7000011,1668
323,-14.27832985,-28.6378994,63.5,-31.99999977,1673
324,-15.30458546,-30.6962471,63.5,-34.29999844,1684
325,-16.33083916,-32.75459671,63.5,-36.59999881,1668
326,-17.35709572,-34.81294632,63.5,-38.90000004,1618
327,-18.38335037,-36.87129593,63.5,-41.20000042,1658
328,-19.40960503,-38.92964554,63.5,-43.50000079,1644
329,-20.43585968,-40.98799133,63.5,-45.79999776,1647
330,-21.46211433,-43.04634094,63.5,-48.09999813,1642
331,-22.4883709,-45.10469437,63.5,-50.40000277,1616
338,29.4841404,6.536476612,12.5,30.20000102,1629
339,27.04339981,5.995377541,12.5,27.70000045,1610
340,25.09080887,5.562498093,12.5,25.70000145,1603
341,22.65006828,5.021399021,12.5,23.20000089,1613
342,20.40458679,4.523587704,12.5,20.90000019,1603
343,18.1591053,4.025776863,12.5,18.59999959,1606
344,15.91362381,3.527965546,12.5,16.29999889,1603
345,13.76577377,3.051798582,12.5,14.10000008,1608
346,11.42266273,2.532343388,12.5,11.69999944,1613
347,9.177182198,2.034532309,12.5,9.399999724,1616
348,6.93170166,1.53672123,12.5,7.100000003,1615
349,4.588591099,1.017266154,12.5,4.699999862,1611
350,2.440740108,0.541099012,12.5,2.500000084,1580
351,0.097629599,0.021643961,12.5,0.099999998,1580
352,-2.050221443,-0.454523176,12.5,-2.099999829,1586
353,-4.19807291,-0.930690408,12.5,-4.300000092,1591
354,-6.638813019,-1.47178936,12.5,-6.800000163,1592
355,-8.88429451,-1.969600558,12.5,-9.100000841,1562
356,-11.12977409,-2.467411518,12.5,-11.3999996,1572
357,-13.27762604,-2.94357872,12.5,-13.60000033,1589
358,-15.52310658,-3.441389799,12.5,-15.90000005,1588
359,-17.86621666,-3.960844755,12.5,-18.2999997,1585
360,-20.11169815,-4.458656311,12.5,-20.60000045,1586
361,-22.35717773,-4.956467152,12.5,-22.89999919,1573
362,-24.60265923,-5.454278469,12.5,-25.19999989,1573
363,-26.84814072,-5.95208931,12.5,-27.50000049,1558
364,-29.0936203,-6.44990015,12.5,-29.79999923,1566
375,10.88691235,-49.1076889,102.5,50.2999997,1740
376,9.393479347,-42.37124634,102.5,43.39999966,1704
377,8.917312622,-40.2233963,102.5,41.2000009,1748
378,8.397856712,-37.88028336,102.5,38.79999825,1757
379,7.92168951,-35.73243332,102.5,36.59999939,1775
380,7.42387867,-33.48695374,102.5,34.30000066,1765
381,6.926067829,-31.24147224,102.5,32.00000006,1762
382,6.428256512,-28.99599266,102.5,29.70000121,1752
383,5.908801079,-26.65287971,102.5,27.29999867,1752
384,5.410990238,-24.40740013,102.5,24.99999993,1753
385,4.913179398,-22.16192055,102.5,22.70000119,1753
386,4.41536808,-19.91643906,102.5,20.40000049,1748
387,3.917557001,-17.67095757,102.5,18.09999984,1730
388,3.441389799,-15.52310658,102.5,15.90000005,1709
389,2.921934843,-13.17999554,102.5,13.5000004,1688
390,2.424123526,-10.934515,102.5,11.19999969,1687
391,1.926312447,-8.689034462,102.5,8.899999973,1678
392,1.428501487,-6.443553448,102.5,6.599999813,1654
393,0.930690408,-4.19807291,102.5,4.300000092,1634
394,0.432879239,-1.952592015,102.5,2.000000003,1611
395,-0.064931884,0.29288882,102.5,-0.300000018,1590
396,-0.562742949,2.538369417,102.5,-2.599999793,1562
397,-1.060554147,4.78385067,102.5,-4.900000238,1565
398,-1.558365226,7.029331207,102.5,-7.199999958,1541
399,-2.077820301,9.372442245,102.5,-9.600000565,1537
400,-2.553987503,11.52029324,102.5,-11.80000036,1515
401,-3.073442459,13.86340332,102.5,-14.20000001,1498
402,-3.571253538,16.10888481,102.5,-16.50000066,1479
403,-4.069064617,18.3543644,102.5,-18.79999945,1481
404,-4.566875935,20.59984589,102.5,-21.10000015,1475
405,-5.064686775,22.84532547,102.5,-23.39999889,1466
406,-5.562498093,25.09080887,102.5,-25.70000145,1461
407,-6.06030941,27.33628845,102.5,-28.00000029,1457
408,-6.558120251,29.58176804,102.5,-30.29999903,1455
409,-7.055931091,31.82724762,102.5,-32.59999777,1452
410,-7.575386524,34.17036057,102.5,-35.00000032,1453
411,-8.073197365,36.41584015,102.5,-37.29999905,1448
412,-8.549365044,38.563694,102.5,-39.50000174,1469
413,-9.090463638,41.00443268,102.5,-42.00000034,1456
414,-9.588274956,43.24991226,102.5,-44.29999918,1448
415,-10.04279804,45.30013657,102.5,-46.40000178,1409
416,-10.54060936,47.54561615,102.5,-48.70000062,1416
417,-11.06006432,49.88872528,102.5,-51.09999934,1429
